Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0115","Barley","2018","2018","t","56781","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01229","Cantaloupes and other melons","2015","2015","t","302067","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01229","Cantaloupes and other melons","2016","2016","t","506266","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01229","Cantaloupes and other melons","2017","2017","t","493087.66","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01229","Cantaloupes and other melons","2018","2018","t","389472.93","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01315","Figs","2015","2015","t","4996","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01315","Figs","2016","2016","t","3143","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01315","Figs","2017","2017","t","7933.86","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01315","Figs","2018","2018","t","9500.65","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01330","Grapes","2015","2015","t","805072","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01330","Grapes","2016","2016","t","874541","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01330","Grapes","2017","2017","t","923831","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01330","Grapes","2018","2018","t","984081","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01441","Linseed","2015","2015","t","2622.18","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01441","Linseed","2016","2016","t","218.5","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01441","Linseed","2017","2017","t","20790.38","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01441","Linseed","2018","2018","t","35500.06","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0112","Maize (corn)","2015","2015","t","316000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0112","Maize (corn)","2016","2016","t","311646","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0112","Maize (corn)","2017","2017","t","173912","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0112","Maize (corn)","2018","2018","t","106670","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2015","2015","t","6248","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2016","2016","t","7518.42","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2017","2017","t","4850.97","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2018","2018","t","2304.5","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01442","Mustard seed","2016","2016","t","600","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01442","Mustard seed","2017","2017","t","600","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01442","Mustard seed","2018","2018","t","1300","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01450","Olives","2015","2015","t","7472.33","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01450","Olives","2016","2016","t","8000.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01450","Olives","2017","2017","t","7463.04","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01450","Olives","2018","2018","t","7645.32","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","t","197851","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","t","141649","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","t","212000","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","t","162761.32","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01323","Oranges","2015","2015","t","4926","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01323","Oranges","2016","2016","t","5281.79","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01323","Oranges","2017","2017","t","4649.02","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01323","Oranges","2018","2018","t","5875","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2015","2015","t","24959.76","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","t","22882.46","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","t","21034.01","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","t","28722.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01329","Other citrus fruit, n.e.c.","2015","2015","t","3102.07","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01329","Other citrus fruit, n.e.c.","2016","2016","t","16766.82","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01329","Other citrus fruit, n.e.c.","2017","2017","t","16028.16","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01329","Other citrus fruit, n.e.c.","2018","2018","t","16017.42","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01359.90","Other fruits, n.e.c.","2015","2015","t","63669.57","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01359.90","Other fruits, n.e.c.","2016","2016","t","61334.53","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01359.90","Other fruits, n.e.c.","2017","2017","t","62793.03","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01359.90","Other fruits, n.e.c.","2018","2018","t","61637.65","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2015","2015","t","1650","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2016","2016","t","1369.85","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","2017","t","1622.36","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","2018","t","1671.06","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01709.90","Other pulses n.e.c.","2015","2015","t","106650.93","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01709.90","Other pulses n.e.c.","2016","2016","t","81053.5","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01709.90","Other pulses n.e.c.","2017","2017","t","35964.38","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01709.90","Other pulses n.e.c.","2018","2018","t","41107.27","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2015","2015","t","5","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2016","2016","t","6","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2017","2017","t","2.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2018","2018","t","13","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01349.20","Other stone fruits","2015","2015","t","50316.34","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01349.20","Other stone fruits","2016","2016","t","47523.99","E","Estimated value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01349.20","Other stone fruits","2017","2017","t","48136.8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01349.20","Other stone fruits","2018","2018","t","48203.94","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2015","2015","t","810613.88","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2016","2016","t","1324882.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2017","2017","t","712123.7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2018","2018","t","742888.49","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01345","Peaches and nectarines","2015","2015","t","27934","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01345","Peaches and nectarines","2016","2016","t","15306","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01345","Peaches and nectarines","2017","2017","t","62066","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01345","Peaches and nectarines","2018","2018","t","47935","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01342.01","Pears","2015","2015","t","5058","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01342.01","Pears","2016","2016","t","5226","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01342.01","Pears","2017","2017","t","8381.39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01342.01","Pears","2018","2018","t","10469.45","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01375","Pistachios, in shell","2015","2015","t","2741.82","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01375","Pistachios, in shell","2016","2016","t","2758.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01375","Pistachios, in shell","2017","2017","t","2757.06","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01375","Pistachios, in shell","2018","2018","t","2777.44","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01346","Plums and sloes","2015","2015","t","33397","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01346","Plums and sloes","2016","2016","t","18504","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01346","Plums and sloes","2017","2017","t","31844.35","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01346","Plums and sloes","2018","2018","t","35971.14","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2015","2015","t","327507","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2016","2016","t","427917","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2017","2017","t","513194","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2018","2018","t","615684","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2015","2015","t","612000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2016","2016","t","532200","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2017","2017","t","505100","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2018","2018","t","525500","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01921.01","Seed cotton, unginned","2015","2015","t","50482","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01921.01","Seed cotton, unginned","2016","2016","t","58996","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01921.01","Seed cotton, unginned","2017","2017","t","36770","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01921.01","Seed cotton, unginned","2018","2018","t","57450","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01444","Sesame seed","2015","2015","t","32000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01444","Sesame seed","2016","2016","t","32000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01444","Sesame seed","2017","2017","t","32000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01444","Sesame seed","2018","2018","t","32000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01801","Sugar beet","2015","2015","t","4495","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01801","Sugar beet","2016","2016","t","1582","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01801","Sugar beet","2017","2017","t","2102","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01801","Sugar beet","2018","2018","t","5363","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2015","2015","t","46454","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2016","2016","t","17364","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2017","2017","t","33725","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2018","2018","t","25421","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01445","Sunflower seed","2015","2015","t","303.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01445","Sunflower seed","2016","2016","t","652.79","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01445","Sunflower seed","2017","2017","t","738.49","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01445","Sunflower seed","2018","2018","t","804.87","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01376","Walnuts, in shell","2015","2015","t","3650","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01376","Walnuts, in shell","2016","2016","t","6515","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01376","Walnuts, in shell","2017","2017","t","7145","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01376","Walnuts, in shell","2018","2018","t","10804","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01221","Watermelons","2015","2015","t","328186","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01221","Watermelons","2016","2016","t","862341","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01221","Watermelons","2017","2017","t","790007.54","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01221","Watermelons","2018","2018","t","342447.39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2015","2015","t","4673040","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2016","2016","t","4555110","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2017","2017","t","4280776","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2018","2018","t","3613300","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01341","Apples","2015","2015","t","91736.02","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01341","Apples","2016","2016","t","101532","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01341","Apples","2017","2017","t","96337.77","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01341","Apples","2018","2018","t","108375","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01343","Apricots","2015","2015","t","5045.02","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01343","Apricots","2016","2016","t","5194","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01343","Apricots","2017","2017","t","5039.63","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01343","Apricots","2018","2018","t","5139","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2015","2015","t","7000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2016","2016","t","9000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2017","2017","t","9035","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2018","2018","t","9655","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2015","2015","t","28000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2016","2016","t","24860","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2017","2017","t","21200","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2018","2018","t","24542","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01702","Broad beans and horse beans, dry","2015","2015","t","208.11","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01702","Broad beans and horse beans, dry","2016","2016","t","207.65","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01702","Broad beans and horse beans, dry","2017","2017","t","207.95","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01702","Broad beans and horse beans, dry","2018","2018","t","208.21","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01243","Broad beans and horse beans, green","2015","2015","t","95.81","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01243","Broad beans and horse beans, green","2016","2016","t","140","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01243","Broad beans and horse beans, green","2017","2017","t","138","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01243","Broad beans and horse beans, green","2018","2018","t","120","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01212","Cabbages","2015","2015","t","38589.31","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01212","Cabbages","2016","2016","t","56655","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01212","Cabbages","2017","2017","t","52600","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01212","Cabbages","2018","2018","t","52857","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01229","Cantaloupes and other melons","2015","2015","t","45814.78","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01229","Cantaloupes and other melons","2016","2016","t","42462","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01229","Cantaloupes and other melons","2017","2017","t","43653.5","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01229","Cantaloupes and other melons","2018","2018","t","41764","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01251","Carrots and turnips","2015","2015","t","6862.39","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01251","Carrots and turnips","2016","2016","t","14858","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01251","Carrots and turnips","2017","2017","t","11973.62","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01251","Carrots and turnips","2018","2018","t","10236","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01213","Cauliflowers and broccoli","2015","2015","t","4599.21","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01213","Cauliflowers and broccoli","2016","2016","t","5891","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01213","Cauliflowers and broccoli","2017","2017","t","5294","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01213","Cauliflowers and broccoli","2018","2018","t","4648","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2015","2015","t","20146.97","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2016","2016","t","19261","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2017","2017","t","19168.62","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2018","2018","t","19210","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01373","Chestnuts, in shell","2015","2015","t","6600","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01373","Chestnuts, in shell","2016","2016","t","6040","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01373","Chestnuts, in shell","2017","2017","t","6226.2","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01373","Chestnuts, in shell","2018","2018","t","5242","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","t","75598.37","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","t","76810","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","t","75211.12","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","t","81317","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01232","Cucumbers and gherkins","2015","2015","t","83049.48","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01232","Cucumbers and gherkins","2016","2016","t","94279","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01232","Cucumbers and gherkins","2017","2017","t","110209.93","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01232","Cucumbers and gherkins","2018","2018","t","120351","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01314","Dates","2015","2015","t","13598.54","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01314","Dates","2016","2016","t","14106","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01314","Dates","2017","2017","t","12977.67","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01314","Dates","2018","2018","t","13423","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01233","Eggplants (aubergines)","2015","2015","t","30651.21","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01233","Eggplants (aubergines)","2016","2016","t","31896","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01233","Eggplants (aubergines)","2017","2017","t","27897.68","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01233","Eggplants (aubergines)","2018","2018","t","31491","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01315","Figs","2015","2015","t","20929.47","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01315","Figs","2016","2016","t","20902","A","Official figure",""
